0,PETR4,0.10
1,ABCB4,0.10
2,ABEV3,0.05
3,MOVI3,0.0625
4,AGRO3,0.0625
6,ALPA4,0.0625
7,ALUP11,0.0625
8,AMAR3,0.0625
9,AMBP3,0.0625
10,ANIM3,0.0625
11,ARML3,0.0625
12,SBSP3,0.0625
13,ASAI3,0.0625
14,AURE3,0.0625
15,WEGE3,0.0625
